Feature,ClassA,ClassB,N_A,N_B,Mean_A,Mean_B,Median_A,Median_B,MannWhitney_p,CohenD,CliffsDelta,FDR_q,AbsCliffsDelta,AbsCohenD
VMD_Mode4_PS_MeanStep__iqr,0,1,7,8,0.1606740423114986,0.2341694462187397,0.1401551355333467,0.19798956731211204,0.1205905205905206,-0.6682851023174116,-0.5,0.5665840332507,0.5,0.6682851023174116
VMD_Reconstructed_Min__std,0,1,7,8,0.6617387341687897,0.818245363458808,0.7321022910937192,0.9412124903758582,0.1205905205905206,-0.5718640857259198,-0.5,0.5665840332507,0.5,0.5718640857259198
VMD_Reconstructed_RQA_L_mean__std,0,1,7,8,1.913880427358999,2.9784184211325275,1.33305565682045,2.427469332245083,0.1205905205905206,-0.5393782267675404,-0.5,0.5665840332507,0.5,0.5393782267675404
VMD_Mode4_Diff_Energy__iqr,0,1,7,8,4.5436241133860005,3.9738741250357545,4.274817541570084,2.1243804206882073,0.1205905205905206,0.14012365542545474,0.5,0.5665840332507,0.5,0.14012365542545474
VMD_Mode3_Diff_Energy__median,0,1,7,8,2.5345065086045255,2.5662644896200932,2.7588772206687557,1.324843510786708,0.1205905205905206,-0.011194249459973014,0.5,0.5665840332507,0.5,0.011194249459973014
VMD_Mode3_RQA_epsilon__median,0,1,7,8,0.7328471361366271,0.6951240444711546,0.7311399416724762,0.708580011017711,0.151981351981352,1.0864515022189671,0.4642857142857143,0.5804707120836153,0.4642857142857143,1.0864515022189671
VMD_Mode3_EmbeddedVectors__std,0,1,7,8,14.812907740027631,8.874122075021576,14.739185518324602,6.973291526246209,0.151981351981352,1.0792114574299554,0.4642857142857143,0.5804707120836153,0.4642857142857143,1.0792114574299554
VMD_Reconstructed_EmbeddedVectors__iqr,0,1,7,8,9.928571428571429,12.25,11.0,12.125,0.14401151176577634,-1.0414699907803198,-0.4642857142857143,0.5804707120836153,0.4642857142857143,1.0414699907803198
VMD_Reconstructed_Kurtosis__std,0,1,7,8,3.2192928424054967,5.553195506925151,3.282596116827281,5.904379228980421,0.151981351981352,-1.0230212157765117,-0.4642857142857143,0.5804707120836153,0.4642857142857143,1.0230212157765117
VMD_Mode4_EmbeddedVectors__std,0,1,7,8,14.18769823954297,7.94182710180762,13.73326487411366,5.944407844557104,0.151981351981352,0.9999553931256202,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.9999553931256202
VMD_Mode3_Skewness__std,0,1,7,8,0.12855766087538406,0.16061132950915502,0.1393023750207134,0.15931661947779,0.151981351981352,-0.9405854338275398,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.9405854338275398
Pressure_Clean_Kurtosis__std,0,1,7,8,4.010289556419337,6.341259619418472,3.799958857307912,6.274708029716953,0.151981351981352,-0.9368618705185788,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.9368618705185788
VMD_Reconstructed_PS_LogVolume__std,0,1,7,8,3.245808843574585,4.338015978877216,3.384926571688534,4.2124897134571615,0.151981351981352,-0.8810297071223999,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.8810297071223999
VMD_Mode4_PS_Eig1__median,0,1,7,8,2.420835496368371,3.3216854361881962,2.4617200707624285,2.9079249507905987,0.151981351981352,-0.8655072557263519,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.8655072557263519
VMD_Mode4_Diff_MAD__median,0,1,7,8,0.09353266782908609,0.0669036908660901,0.1102517035310534,0.06457690142781325,0.151981351981352,0.860383077335498,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.860383077335498
VMD_Reconstructed_PS_MeanStep__std,0,1,7,8,0.31676479762068926,0.45658336629354135,0.2709293967659264,0.460409077153836,0.151981351981352,-0.8434111991135437,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.8434111991135437
VMD_Mode4_IQR__std,0,1,7,8,0.17571214184192468,0.1213502323715226,0.1883780914408448,0.10193491889576844,0.151981351981352,0.8316190892364432,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.8316190892364432
VMD_Reconstructed_PS_TrajectoryLength__std,0,1,7,8,83.37627688582235,120.22462208623803,73.3563814739519,120.65233039846228,0.151981351981352,-0.8237627533745739,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.8237627533745739
VMD_Mode4_PS_LogVolume__median,0,1,7,8,-1.2926524111657816,-0.4753487122194876,-1.0883529678473116,-0.469853070366956,0.151981351981352,-0.79953670905091,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.79953670905091
VMD_Mode4_PS_Eig2__median,0,1,7,8,1.4050074872575251,1.9237879091753207,1.3351826963521924,1.7395106700715623,0.151981351981352,-0.7832999281368157,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.7832999281368157
VMD_Reconstructed_Diff_MAD__std,0,1,7,8,0.06457372996883418,0.04475585613157092,0.0648481997823145,0.035029742878274095,0.151981351981352,0.7584317021101452,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.7584317021101452
VMD_Mode3_Diff_MAD__median,0,1,7,8,0.07960264661878422,0.06023030023738736,0.0817747140402093,0.05670053627530555,0.151981351981352,0.6738926578584689,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.6738926578584689
VMD_Reconstructed_RQA_epsilon__mean,0,1,7,8,1.0147089330396157,1.1224085484145354,1.0010937036908922,1.1632130072398514,0.151981351981352,-0.6693289782243153,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.6693289782243153
VMD_Mode4_PS_StateSpread__std,0,1,7,8,0.441753458667583,0.7108168321307338,0.3214422637708491,0.510313081042208,0.151981351981352,-0.662898353264604,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.662898353264604
VMD_Reconstructed_RQA_RR__iqr,0,1,7,8,0.0011220876528626,0.0013469602476731376,0.0010971668969669,0.0013675867339995999,0.151981351981352,-0.6484223597949174,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.6484223597949174
VMD_Mode4_Diff_MAD__iqr,0,1,7,8,0.06426386897172255,0.049044212272337614,0.0649746565446603,0.0428695842851319,0.151981351981352,0.6390883925232683,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.6390883925232683
Pressure_Clean_EmbeddingDim__std,0,1,7,8,0.7643522022624599,0.9118966566986875,0.6796466027605543,0.8677763254953212,0.151981351981352,-0.6379602181820354,-0.4642857142857143,0.5804707120836153,0.4642857142857143,0.6379602181820354
VMD_Mode4_Std__iqr,0,1,7,8,0.17035653873735254,0.1333461189828521,0.1835972757016541,0.11404881312211129,0.151981351981352,0.54992487470886,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.54992487470886
Pressure_Clean_Diff_Energy__mean,0,1,7,8,47.77257342905522,33.908841671111176,42.11282073114266,23.78884935559734,0.151981351981352,0.5112821014000702,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.5112821014000702
Pressure_Clean_Diff_Energy__median,0,1,7,8,36.671823671406166,29.708579881481434,38.97066826038253,21.80485338519852,0.151981351981352,0.33375251740140366,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.33375251740140366
VMD_Mode3_Diff_Energy__iqr,0,1,7,8,3.706363962707411,3.046500018282093,3.1984621733765817,1.6402354798348693,0.151981351981352,0.1747996872119699,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.1747996872119699
VMD_Mode3_Diff_Energy__mean,0,1,7,8,3.3346879523098742,2.9910706736426738,3.4865917964230926,1.517222096359816,0.151981351981352,0.11199730708502961,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.11199730708502961
VMD_Reconstructed_Diff_Energy__iqr,0,1,7,8,14.85802483889239,14.191478212462652,13.672779031971,6.22578102883287,0.151981351981352,0.04287217732690908,0.4642857142857143,0.5804707120836153,0.4642857142857143,0.04287217732690908
VMD_Reconstructed_PS_StepStd__iqr,0,1,7,8,0.2551711130037095,0.515174243058262,0.287757659631986,0.48337966481667527,0.1892773892773893,-1.1308136206796024,-0.42857142857142855,0.5916351847386331,0.42857142857142855,1.1308136206796024
VMD_Reconstructed_EmbeddingDim__std,0,1,7,8,0.6924855529117799,0.8088371275741235,0.7235295516009721,0.8030762346272279,0.1892773892773893,-1.0275407140705255,-0.42857142857142855,0.5916351847386331,0.42857142857142855,1.0275407140705255
Pressure_Clean_NumPoints__std,0,1,7,8,14.323246144928609,7.786725404651707,13.737931766855205,5.8259317776352475,0.1892773892773893,1.0180152289888833,0.42857142857142855,0.5916351847386331,0.42857142857142855,1.0180152289888833
VMD_Mode3_NumPoints__std,0,1,7,8,14.323246144928609,7.786725404651707,13.737931766855205,5.8259317776352475,0.1892773892773893,1.0180152289888833,0.42857142857142855,0.5916351847386331,0.42857142857142855,1.0180152289888833
VMD_Mode4_NumPoints__std,0,1,7,8,14.323246144928609,7.786725404651707,13.737931766855205,5.8259317776352475,0.1892773892773893,1.0180152289888833,0.42857142857142855,0.5916351847386331,0.42857142857142855,1.0180152289888833
VMD_Reconstructed_NumPoints__std,0,1,7,8,14.323246144928609,7.786725404651707,13.737931766855205,5.8259317776352475,0.1892773892773893,1.0180152289888833,0.42857142857142855,0.5916351847386331,0.42857142857142855,1.0180152289888833
Pressure_Clean_PFD__mean,0,1,7,8,1.0198874688552295,1.0214184207603703,1.0203224258767367,1.0208385214595264,0.1892773892773893,-0.9575754444938054,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.9575754444938054
VMD_Mode4_SampEn__mean,0,1,7,8,0.517207466019506,0.46000618711235125,0.5093192474217094,0.4639645060623575,0.1892773892773893,0.9474291329267832,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.9474291329267832
VMD_Mode4_PS_StateSpread__median,0,1,7,8,1.6759393737130674,1.8567188522142,1.695652617768959,1.798660910283732,0.1892773892773893,-0.8898826384907687,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.8898826384907687
VMD_Mode4_IQR__mean,0,1,7,8,0.3557579118374651,0.23883745652772206,0.331749355147613,0.22050069521577315,0.1892773892773893,0.8891486282540623,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.8891486282540623
Pressure_Clean_KFD__mean,0,1,7,8,1.996715094281829,1.8958095011039986,2.001784957521485,1.8456769800508677,0.1892773892773893,0.8538665920302722,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.8538665920302722
VMD_Mode3_PS_MeanStep__std,0,1,7,8,0.10477777452810935,0.19444091952355486,0.0901301869233447,0.17306202618123326,0.1892773892773893,-0.8059824497404878,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.8059824497404878
VMD_Mode4_Kurtosis__median,0,1,7,8,3.3277624092366875,3.8888018626263996,3.3734269248418647,3.742468918048914,0.1892773892773893,-0.751791879284765,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.751791879284765
Pressure_Clean_ApproxLLE__iqr,0,1,7,8,0.023526428659389358,0.027728436723962302,0.0244516399352207,0.0263571514037107,0.1892773892773893,-0.7389397415524719,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.7389397415524719
VMD_Mode4_PS_TrajectoryLength__iqr,0,1,7,8,45.86778585204155,67.81864506286664,41.320128680905725,56.21755696748484,0.1892773892773893,-0.6823651688970939,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.6823651688970939
VMD_Mode3_PS_Eig1__std,0,1,7,8,3.0651032415772517,11.076116814751087,2.3095206462344016,4.7372651827568255,0.1892773892773893,-0.6658357181796318,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.6658357181796318
Pressure_Clean_Std__mean,0,1,7,8,1.0681281984485342,0.862175059096535,1.1206286296810697,0.7471786518108087,0.1892773892773893,0.6209985996204364,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.6209985996204364
VMD_Mode3_Min__iqr,0,1,7,8,0.7581029417941539,0.4770467975799322,0.5535769966975843,0.35877973946600294,0.1892773892773893,0.6138600445294451,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.6138600445294451
VMD_Reconstructed_IQR__iqr,0,1,7,8,0.8981263891538457,0.5825697862745978,0.6542985468055633,0.44756632092884985,0.1892773892773893,0.5985269730270042,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5985269730270042
Pressure_Clean_PS_Eig1__mean,0,1,7,8,8.276536454792078e+21,13.865664429744001,6.044849519192507,14.065640706796938,0.1892773892773893,0.5563486402641867,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5563486402641867
Pressure_Clean_PS_Eig2__mean,0,1,7,8,1.8112919701029962e+21,9.278825256729823,4.652015395987763,8.802673359886201,0.1892773892773893,0.5563486402641867,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5563486402641867
Pressure_Clean_RQA_TT__std,0,1,7,8,1.8269024727343777,2.8496550369912406,1.1835016894264545,2.5611870671692545,0.1892773892773893,-0.546690743063936,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.546690743063936
Pressure_Clean_RQA_V_mean__std,0,1,7,8,1.8269024727343777,2.8496550369912406,1.1835016894264545,2.5611870671692545,0.1892773892773893,-0.546690743063936,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.546690743063936
VMD_Reconstructed_ApproxLLE__median,0,1,7,8,0.05074333125431774,0.04539704947070204,0.0491752953121389,0.043256136200653356,0.1892773892773893,0.5328058838242209,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5328058838242209
VMD_Reconstructed_PS_Eig1__std,0,1,7,8,9.395564298218531,15.19584613671328,5.862848069167248,11.682204732558462,0.1892773892773893,-0.5301709095457947,-0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5301709095457947
VMD_Mode4_Diff_Energy__std,0,1,7,8,4.226573519721967,2.8601260077056154,3.408254862905792,1.994181977357156,0.1892773892773893,0.5207841107278833,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5207841107278833
Pressure_Clean_Std__median,0,1,7,8,0.9831181242000647,0.8180455723284026,1.0295740506502722,0.7175275688602152,0.1892773892773893,0.5125447088212493,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.5125447088212493
VMD_Mode3_Std__iqr,0,1,7,8,0.2690007236584177,0.1901681637290868,0.2221125934047751,0.1678499675975329,0.1892773892773893,0.49975472985158675,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.49975472985158675
Pressure_Clean_PS_EigRatio12__median,0,1,7,8,1.5440091448697526,1.4208491739031741,1.3806863653074233,1.2960222747616301,0.1892773892773893,0.333195865836757,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.333195865836757
VMD_Reconstructed_Diff_Energy__mean,0,1,7,8,17.246537883388896,14.996851902600909,18.03874151702,8.134261124224256,0.1892773892773893,0.16602895966110148,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.16602895966110148
VMD_Reconstructed_Diff_Energy__median,0,1,7,8,13.660408377119657,13.537253745559793,11.862005333519145,6.424172169933245,0.1892773892773893,0.009152544110161974,0.42857142857142855,0.5916351847386331,0.42857142857142855,0.009152544110161974
VMD_Mode3_RQA_TT__iqr,0,1,7,8,1.8382735126193184,2.942405460616945,1.6740008082440894,2.782219046925908,0.23185703185703188,-0.8329844748103569,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.8329844748103569
VMD_Mode3_RQA_V_mean__iqr,0,1,7,8,1.8382735126193184,2.942405460616945,1.6740008082440894,2.782219046925908,0.23185703185703188,-0.8329844748103569,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.8329844748103569
VMD_Mode4_SampEn__median,0,1,7,8,0.542287798144773,0.49094127220903316,0.5427514717412529,0.5021954370459453,0.23185703185703188,0.8123820472732011,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.8123820472732011
VMD_Mode3_PS_StateSpread__std,0,1,7,8,0.4323728416872032,0.8069844757045046,0.3716666514326189,0.6755194875949861,0.23185703185703188,-0.8094470317839716,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.8094470317839716
VMD_Mode4_PS_LogVolume__iqr,0,1,7,8,1.8308380990436173,2.3702934213290208,1.9523775855554075,2.408330094547449,0.23185703185703188,-0.8031187405177634,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.8031187405177634
VMD_Mode3_PS_StepStd__std,0,1,7,8,0.1595879505737289,0.2972223854043988,0.1469532544226424,0.2555651362611505,0.23185703185703188,-0.7808463197316656,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7808463197316656
VMD_Mode4_IQR__median,0,1,7,8,0.32273669570071434,0.2217949775942318,0.3155168513524166,0.20390990267472592,0.23185703185703188,0.7807950500560348,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7807950500560348
Pressure_Clean_EmbeddedVectors__std,0,1,7,8,17.582623618018957,14.216113669061619,16.883307942658565,13.798462722564043,0.23185703185703188,0.775920717500245,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.775920717500245
VMD_Mode3_IQR__median,0,1,7,8,0.45943932752717276,0.3323723430845113,0.5180082767399676,0.32821555543473585,0.23185703185703188,0.7633572808978822,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7633572808978822
VMD_Reconstructed_PS_EigRatio12__std,0,1,7,8,0.9963963390813644,1.4783659179611952,0.8961749316624497,1.5098522544096449,0.23185703185703188,-0.7632135905672114,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7632135905672114
VMD_Mode4_RQA_LAM__mean,0,1,7,8,0.8514529089427757,0.9006453534331151,0.8889926916777307,0.9147509346095527,0.23185703185703188,-0.7488339993420041,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7488339993420041
VMD_Mode3_RQA_TT__mean,0,1,7,8,5.287416788529025,6.41696906031056,5.090391391044991,6.349908123675252,0.23185703185703188,-0.723136572386774,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.723136572386774
VMD_Mode3_RQA_V_mean__mean,0,1,7,8,5.287416788529025,6.41696906031056,5.090391391044991,6.349908123675252,0.23185703185703188,-0.723136572386774,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.723136572386774
VMD_Mode4_RQA_LAM__iqr,0,1,7,8,0.07998743181017405,0.06126190975897841,0.0809200085539953,0.06188263220554465,0.23185703185703188,0.7224258518932084,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7224258518932084
VMD_Mode4_RQA_LAM__median,0,1,7,8,0.8642239134799088,0.9062372666514404,0.8927870461236505,0.9199034044612175,0.23185703185703188,-0.7157434745331006,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.7157434745331006
Pressure_Clean_SampEn__std,0,1,7,8,0.20767785353576282,0.1900714347972568,0.2088526950014293,0.19174332216723156,0.23185703185703188,0.6942429610435854,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6942429610435854
VMD_Mode4_HFD__std,0,1,7,8,0.028478871691690045,0.023751743647495462,0.0293936087761821,0.023262591385284498,0.23185703185703188,0.6928267176473888,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6928267176473888
VMD_Mode4_Kurtosis__std,0,1,7,8,1.3133484399585704,1.6647481981022798,1.163533342613872,1.5920637440136334,0.23185703185703188,-0.6767225353655325,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6767225353655325
VMD_Reconstructed_EmbeddedVectors__std,0,1,7,8,16.241682375895923,13.684003111066119,14.713407603607356,13.446857091268491,0.23185703185703188,0.6632788951183283,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6632788951183283
VMD_Mode4_Range__iqr,0,1,7,8,0.9195836363614687,0.6901385454832529,1.0105902621203815,0.6365864182872838,0.23185703185703188,0.6585870706739214,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6585870706739214
VMD_Mode4_Min__iqr,0,1,7,8,0.4583331383321844,0.3516209430319026,0.4752216006427476,0.32032271852259964,0.23185703185703188,0.6527797393210895,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6527797393210895
Pressure_Clean_IQR__std,0,1,7,8,0.6916789262147148,0.4601139292084025,0.5524016865235497,0.3472194875129535,0.23185703185703188,0.6492925198207801,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6492925198207801
VMD_Mode4_ApproxLLE__std,0,1,7,8,0.012202845363866942,0.013519907633990975,0.0121030874318584,0.013776196469533548,0.23185703185703188,-0.6220215820671096,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.6220215820671096
Pressure_Clean_IQR__iqr,0,1,7,8,0.9024637448607622,0.587875162425779,0.6628045682780694,0.4529283168681566,0.23185703185703188,0.59399664050398,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.59399664050398
VMD_Mode3_PS_Eig2__std,0,1,7,8,2.4569618119122323,8.204288481148856,1.6649328542123156,3.427880738548393,0.23185703185703188,-0.5809853022047795,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.5809853022047795
VMD_Reconstructed_Std__mean,0,1,7,8,0.9731894319872071,0.7945837246673928,1.0329985387231144,0.6760696145816767,0.23185703185703188,0.5788115421953034,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.5788115421953034
Pressure_Clean_PS_StepStd__mean,0,1,7,8,932905586.6412841,1.1149058585297875,0.7757870961843448,0.9964387806995585,0.23185703185703188,0.5563486400314904,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.5563486400314904
Pressure_Clean_PS_MeanStep__mean,0,1,7,8,520945768.8963899,1.2944302337661566,0.993431468805158,1.3747602143707591,0.23185703185703188,0.5563486399466032,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.5563486399466032
Pressure_Clean_PS_TrajectoryLength__mean,0,1,7,8,121901309960.23996,354.44585767449763,275.81570033880973,379.660711674029,0.23185703185703188,0.5563486398901784,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.5563486398901784
VMD_Mode3_Min__mean,0,1,7,8,-1.0326435496889321,-0.841137014169483,-1.0365697220222108,-0.6974636787949413,0.23185703185703188,-0.48977753443826,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.48977753443826
Pressure_Clean_Diff_Energy__std,0,1,7,8,32.489587492317774,20.6649367099212,23.0745296156956,15.295925305032036,0.23185703185703188,0.481743384954198,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.481743384954198
Pressure_Clean_Min__std,0,1,7,8,0.6868285752229873,0.8169148703586935,0.6127167198214912,0.8927950533639942,0.23185703185703188,-0.4686628135956119,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.4686628135956119
VMD_Mode3_Range__mean,0,1,7,8,2.1329262658126327,1.7650841660915346,2.1196824883774923,1.4635891298447907,0.23185703185703188,0.4595792079735212,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.4595792079735212
VMD_Reconstructed_Std__median,0,1,7,8,0.8916362265342236,0.7553794974902609,0.9209131938811586,0.6611180996377195,0.23185703185703188,0.4494420094261374,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.4494420094261374
VMD_Mode3_Max__mean,0,1,7,8,1.1002827161237005,0.9239471519220517,1.0831127663552818,0.7661254510498492,0.23185703185703188,0.43005285521436304,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.43005285521436304
VMD_Mode3_Std__median,0,1,7,8,0.3900294423642644,0.32536670282770996,0.4237400859432857,0.27586513210437774,0.23185703185703188,0.39776225421772193,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.39776225421772193
VMD_Mode3_Range__median,0,1,7,8,2.074849480133049,1.7288484895563616,2.178712618583379,1.3744458898882574,0.23185703185703188,0.3917027265267017,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.3917027265267017
VMD_Reconstructed_Diff_Energy__std,0,1,7,8,12.551654219177937,10.017234682248603,13.416383657642855,5.656113925226962,0.23185703185703188,0.28937997487391626,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.28937997487391626
VMD_Reconstructed_PermEn__std,0,1,7,8,0.018396286708161128,0.021800941750622888,0.012679259078482,0.0157740820799494,0.23185703185703188,-0.2128021899461873,-0.39285714285714285,0.5916351847386331,0.39285714285714285,0.2128021899461873
VMD_Mode3_Diff_Energy__std,0,1,7,8,2.8437750152961976,2.38334512263568,2.269902667024807,1.3969678910770975,0.23185703185703188,0.17647516953207132,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.17647516953207132
VMD_Mode4_RQA_RR__iqr,0,1,7,8,0.0001108454392836003,0.0001211662633357221,1.4810417495000894e-05,4.8198973072940965e-06,0.21549950906932702,-0.0631157431855897,0.39285714285714285,0.5916351847386331,0.39285714285714285,0.0631157431855897
VMD_Reconstructed_PS_StepStd__std,0,1,7,8,0.31152589677487347,0.5189839384285688,0.3153389000629102,0.4778755538057968,0.280963480963481,-0.8573223343567491,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.8573223343567491
VMD_Mode3_PFD__std,0,1,7,8,0.0004550967499515572,0.0005018655245490625,0.0004565687872504,0.0004839617499788,0.280963480963481,-0.793546672701222,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.793546672701222
Pressure_Clean_PS_MeanStep__iqr,0,1,7,8,0.5294238490566882,0.7484748682737825,0.5553852653958079,0.7869815298750946,0.280963480963481,-0.7761013220885564,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7761013220885564
VMD_Mode3_SampEn__iqr,0,1,7,8,0.11825207269078111,0.1717566447403569,0.1050659309062088,0.1625165987194486,0.280963480963481,-0.769977905650282,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.769977905650282
VMD_Mode3_PS_Eig1__mean,0,1,7,8,3.2293678553640603,6.153055457731317,3.209795818938223,3.9559439191980337,0.280963480963481,-0.7554565722624743,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7554565722624743
VMD_Mode4_KFD__mean,0,1,7,8,2.397645942028613,2.2656428834837623,2.311170235073942,2.273525635360018,0.280963480963481,0.7356323424374883,0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7356323424374883
VMD_Mode3_RQA_L_mean__iqr,0,1,7,8,2.0835048016142155,2.6390183462723997,2.071706018563429,2.2248207011943775,0.280963480963481,-0.7235834825199641,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7235834825199641
VMD_Mode3_PS_Eig2__mean,0,1,7,8,2.054580362084055,3.9272509419980888,2.0428534402835665,2.4364107495029916,0.280963480963481,-0.7025902837873798,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7025902837873798
VMD_Mode3_Skewness__iqr,0,1,7,8,0.11828129945270101,0.15036614362508408,0.1241948582591824,0.15041064360609654,0.280963480963481,-0.7024906348710501,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7024906348710501
VMD_Mode4_KFD__median,0,1,7,8,2.387061609281577,2.266841030480184,2.300823000048761,2.2695024657817906,0.280963480963481,0.7024770548097079,0.35714285714285715,0.6160384471495584,0.35714285714285715,0.7024770548097079
VMD_Mode4_Max__iqr,0,1,7,8,0.4812424774922714,0.35604364184619486,0.5475834968324217,0.31143972679140236,0.280963480963481,0.6675896944450822,0.35714285714285715,0.6160384471495584,0.35714285714285715,0.6675896944450822
VMD_Reconstructed_PermEn__iqr,0,1,7,8,0.015052447845118543,0.018804380873732977,0.0159636093760893,0.0178499556367165,0.280963480963481,-0.6648923219780789,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.6648923219780789
VMD_Reconstructed_ApproxLLE__iqr,0,1,7,8,0.0300017839463772,0.03307990639812748,0.0314931581064679,0.03346938139833275,0.280963480963481,-0.6491098710975624,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.6491098710975624
VMD_Mode4_PS_StepStd__iqr,0,1,7,8,0.2516296426709432,0.35665086019759207,0.2607149420762648,0.33625105635120195,0.280963480963481,-0.6348885594538237,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.6348885594538237
VMD_Mode4_PS_Eig2__std,0,1,7,8,2.3914968407258286,6.9540036674233665,1.1601186466141014,2.4165782677694096,0.280963480963481,-0.6265210325722304,-0.35714285714285715,0.6160384471495584,0.35714285714285715,0.6265210325722304
